Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
06/13/2020,Chia pudding,Recipe,Breakfast,4.0,Servings,133,0,3.97,16.73,6.90,0.73,0.63,4.18,18.82,39.74
06/13/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,1.0,Tablespoon,119,0,13.50,0,0,2,0,0,0,0
06/13/2020,"Eggplant, Cubes",Eggplant,Lunch,1.0,Cup,20,0,0.16,0.83,4.67,0.2,1.93,2.79,0,1.64
06/13/2020,"Bread, Pita, White, Original",Tortilla,Lunch,2.2,Ounces,160,0,0,5.35,33.86,0,1.78,1.78,0,222.75
06/13/2020,Tahini,SpiceYellow,Lunch,1.0,Tablespoon,90,0,8,3.50,1.50,1.25,1,0.50,0,35
06/13/2020,"Raw Green Cabbage, Shredded",Cabbage,Lunch,2.0,Cups,22,0,0.20,2.20,10.40,0,5.60,4.40,0,32
06/13/2020,"Cheese, Feta, Greek Style",Cheese,Lunch,0.85,Ounce,51,0,3.40,4.25,0.85,2.13,0,0,8.50,314.50
06/13/2020,"Egg, Large",Egg,Lunch,2.0,Each,143,0,9.51,12.56,0.72,3.13,0.37,0,372,142
06/13/2020,"Olives, Manzanilla, Pimento, Stuff",OliveGreen,Lunch,12.0,Each,48,0,3.60,0,2.40,0,0,0,0,624
06/13/2020,"Nuts, Pistachios, Kernels",Pistachio,Snacks,80.0,Pieces,261,0,21.22,9.80,13.6,2.45,3.27,4.90,0,310.20
06/13/2020,"Melon, Hami",Melon,Snacks,10.0,Ounces,96,0,0.57,n/a,23.25,n/a,n/a,n/a,n/a,n/a
06/12/2020,Chia pudding,Recipe,Breakfast,2.5,Servings,83,0,2.48,10.46,4.31,0.46,0.39,2.61,11.76,24.84
06/12/2020,"Chicken, Drumsticks, W/skin, Cooked",Chicken,Lunch,3.5,Ounces,158,0,8.75,16.63,0,2.19,0,0,74.38,83.13
06/12/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,0.5,Tablespoon,60,0,6.75,0,0,1,0,0,0,0
06/12/2020,"Eggplant, Cubes",Eggplant,Lunch,1.0,Cup,20,0,0.16,0.83,4.67,0.2,1.93,2.79,0,1.64
06/12/2020,Chicken Stock,Soup,Lunch,0.33,Cup,27,0,0.91,1.87,0.31,n/a,n/a,n/a,n/a,n/a
06/12/2020,"Grape Tomatoes, Organic",Tomato,Lunch,0.5,Cup,15,0,0,1,7,0,1,1,0,15
06/12/2020,"Couscous, Pearl (Israeli)",Rice,Lunch,0.25,Cup,159,0,0.38,5.30,32.58,0,0,0,0,0
06/12/2020,"Olives, Manzanilla, Pimento, Stuff",OliveGreen,Lunch,14.0,Each,56,0,4.20,0,2.80,0,0,0,0,728
06/12/2020,"Wine, White, Medium Dry Style",WineWhite,Lunch,2.0,Tablespoons,20,0,0,0.6,0.34,0,0.34,0,0,7.20
06/12/2020,"Onion, Yellow, Whole, Small",Onion,Lunch,0.33,Each,9,0,0.2,0.25,2.16,0.1,0.98,0.39,0,0.92
06/12/2020,"Cheese, Feta, Greek Style",Cheese,Lunch,0.55,Ounce,33,0,2.20,2.75,0.55,1.38,0,0,5.50,203.50
06/12/2020,"Pizza, Chicago Classic, Deep Dish",Pizza,Dinner,0.33,Each,759,0,54.12,32.67,39.27,17.49,2.64,1.65,74.25,1620.30
06/12/2020,"Gin, 80 Proof",Alcohol,Dinner,1.5,Fluid ounces,96,0,0,0,0,0,0,0,0,0.42
